id_codedep_codecom;Commune;Code departement
71120;CHAUFFAILLES;71
06013;BELVEDERE;06
06152;VALBONNE;06
07078;DAVEZIEUX;07
11206;LIMOUX;11
2B020;AREGNO;2B
34270;SAINT-JEAN-DE-VEDAS;34
34282;SAINT PAUL ET VALMALLE;34
41276;VILLEBAROU;41
47055;CASTELNAUD DE GRATECAMBE;47
73176;MONTVALEZAN;73
78683;VILLIERS-SAINT-FREDERIC;78
45274;SAINT-DENIS-EN-VAL;45
56260;VANNES;56
66017;LE BARCARES;66
48092;MARVEJOLS;48
01224;LOYETTES;01
06095;PEYMEINADE;06
35265;SAINT-DOMINEUC;35
39500;SALINS LES BAINS;39
45300;SANDILLON;45
60337;LACHELLE;60
25380;METABIEF;25
63241;MONTPEYROUX;63
64422;OLORON SAINTE MARIE;64
33324;PINEUILH;33
37196;RICHELIEU;37
50484;SAINT-HILAIRE-DU-HARCOUET;50
59426;NEUVILLE EN FERRAIN;59
2B134;L'ILE ROUSSE;2B
84069;MALAUCENE;84
06006;ASPREMONT;06
06020;LA BOLLENE-VESUBIE;06
29217;PONT-AVEN;29
73182;MOUXY;73
76497;PETIT-COURONNE (LE);76
77114;CHEVRY-COSSIGNY;77
33492;SAINT-YZAN-DE-SOUDIAC;33
34239;SAINT-ANDRE-DE-SANGONIS;34
35247;ROZ-SUR-COUESNON;35
59014;ANZIN;59
60025;ATTICHY;60
62126;BEUVRY;62
64339;LESTELLE BETHARRAM;64
69294;SEREZIN-DU-RHONE;69
95628;VALMONDOIS;95
11370;SALLES D AUDE;11
64100;BASSUSSARRY;64
09176;LUZENAC;09
11258;MOUSSAN;11
43177;SAINT-DIDIER-EN-VELAY;43
51643;VINAY;51
54261;HERSERANGE;54
64409;MOUMOUR;64
73114;FLUMET;73
73227;COURCHEVEL;73
74305;VILLE-LA-GRAND;74
77436;SAINT-SIMEON;77
83041;CLAVIERS;83
05098;LES ORRES;05
06077;LUCERAM;06
26252;PORTES LES VALENCE;26
64189;CIBOURE;64
65295;LUZ-SAINT-SAUVEUR;65
74069;CHENEX;74
74153;LUCINGES;74
78623;TREMBLAY-SUR-MAULDRE (LE);78
91136;CHAMPLAN;91
01247;MIJOUX;01
24226;LAMOTHE-MONTRAVEL;24
25073;BONNAY;25
2A324;TAVERA;2A
30061;LA CALMETTE;30
38279;NOTRE-DAME-DE-MESAGE;38
44176;SAINT-MALO-DE-GUERSAC;44
69276;FEYZIN;69
74243;SAINT-JULIEN-EN-GENEVOIS;74
77237;JOSSIGNY;77
06074;LANTOSQUE;06
17142;DOMPIERRE-SUR-MER;17
30140;LASALLE;30
31232;GRENADE SUR GARONNE;31
34014;ASSAS;34
2B185;OLETTA;2B
33284;MIOS;33
38052;LE BOURG-D'OISANS;38
59090;BONDUES;59
91315;ITTEVILLE;91
11310;RENNES LES BAINS;11
25222;ETALANS;25
26290;SAINT-AGNAN-EN-VERCORS;26
38442;SAINT-PIERRE-DE-CHARTREUSE;38
64463;REBENACQ;64
65199;GERM;65
66002;ALENYA;66
77163;DOUY-LA-RAMEE;77
78133;CHAMBOURCY;78
95523;LA ROCHE-GUYON;95
02201;COEUVRES ET VALSERY;02
25381;MISEREY SALINES;25
30020;AUBORD;30
31205;GAGNAC SUR GARONNE;31
45203;MEUNG-SUR-LOIRE;45
62413;HARNES;62
69076;DOMMARTIN;69
69284;MONTANAY;69
84036;CHATEAUNEUF-DE-GADAGNE;84
17291;PUILBOREAU;17
18141;MEHUN-SUR-YEVRE;18
25539;SELONCOURT;25
27562;ST MARCEL;27
30276;SAINT-LAURENT-D AIGOUZE;30
31446;RAMONVILLE ST AGNE;31
37003;AMBOISE;37
38128;CORPS;38
54152;DAMELEVIERES;54
54167;DOMMARTIN-LES-TOUL;54
59386;MARQUETTE-LEZ-LILLE;59
60439;MOUY;60
73329;VOGLANS;73
74213;POISY;74
77139;COURTRY;77
80627;PLACHY-BUYON;80
85038;BROUZILS (LES);85
85190;ROCHESERVIERE;85
05110;PUY SAINT VINCENT;05
06060;FALICON;06
25304;HERIMONCOURT;25
34126;LAMALOU-LES-BAINS;34
49194;MAZE-MILON;49
60432;MORTEFONTAINE;60
62215;CARVIN;62
69111;LEGNY;69
69122;LUCENAY;69
73010;ENTRELACS;73
73132;HAUTELUCE;73
73300;TRESSERVE;73
91546;SAINT-CYR-SOUS-DOURDAN;91
64417;NAY;64
77146;CROISSY-BEAUBOURG;77
77339;NOISY-SUR-ECOLE;77
78189;CRESPIERES;78
83138;TOURRETTES;83
86100;FONTAINE-LE-COMTE;86
07346;VIVIERS;07
25403;MONTLEBON;25
34215;POUZOLS;34
44066;GRANDCHAMP-DES-FONTAINES;44
64256;HASPARREN;64
65017;ARAGNOUET;65
66059;CORNEILLA DEL VERCOL;66
77175;EVRY-GREGY-SUR-YERRE;77
974408;LA POSSESSION;974
04230;VALENSOLE;04
05040;CHORGES;05
05132;SAINT-BONNET-EN-CHAMPSAUR;05
22343;TREBEURDEN;22
25197;DELUZ;25
26220;NYONS;26
26338;SAUZET;26
29188;PLOUGASNOU;29
2A090;COGGIA;2A
31157;CUGNAUX;31
33534;LE TOURNE;33
43041;BRIVES-CHARENSAC;43
45089;CHECY;45
49214;MONTREUIL-JUIGNE;49
56040;CLEGUER;56
59168;CYSOING;59
62528;LOOS EN GOHELLE;62
64132;BIZANOS;64
64204;EAUX BONNES;64
64320;LARUNS;64
64430;ORTHEZ;64
66164;RIVESALTES;66
69141;MORNANT;69
69189;SAINTE-COLOMBE;69
72154;LA FLECHE;72
74080;LA CLUSAZ;74
74183;MIEUSSY;74
74294;VERCHAIX;74
76681;SOTTEVILLE-LES-ROUEN;76
77474;TRILBARDOU;77
81271;SAINT-SULPICE-LA-POINTE;81
82075;GRISOLLES;82
83073;LE LUC;83
84083;MORNAS;84
84132;LE THOR;84
84150;VISAN;84
89102;CHEVANNES;89
89438;VENOY;89
13087;ROUSSET;13
2A254;QUENZA;2A
30258;ST GILLES;30
31035;AUZEVILLE-TOLOSANE;31
40313;TARTAS;40
51507;SAINTE MENEHOULD;51
62040;ARQUES;62
73317;VILLARD SUR DORON;73
76231;ELBEUF;76
83031;LE CANNET DES MAURES;83
84008;BARROUX (LE);84
85109;HERBIERS (LES);85
91581;SAINT-YON;91
64129;BILLERE;64
64405;MORLAAS;64
73179;LA MOTTE SERVOLEX;73
73243;SAINT-JEAN-D ARVEY;73
74284;LA TOUR;74
88319;MOYENMOUTIER;88
91132;CHAMARANDE;91
27056;BERNAY;27
35188;MONTFORT-SUR-MEU;35
54150;CUSTINES;54
91639;VAYRES-SUR-ESSONNE;91
10268;NOGENT SUR SEINE;10
13035;EYGUIERES;13
25413;MOUTHE;25
28015;AUNEAU-BLEURY-SAINT-SYMPHORIEN;28
28358;ST PREST;28
35068;CHATEAUBOURG;35
35297;SAINT-MEEN-LE-GRAND;35
52269;LANGRES;52
59456;PECQUENCOURT;59
64284;JURANCON;64
83106;ROCBARON;83
01401;SERGY;01
07240;SAINT-GEORGES-LES-BAINS;07
09032;AX-LES-THERMES;09
19202;SAINTE FEREOLE;19
34246;ENTRE-VIGNES;34
35299;SAINT-MELOIR-DES-ONDES;35
54584;VILLEY-SAINT-ETIENNE;54
59222;FAUMONT;59
60277;GOINCOURT;60
61483;BAGNOLES DE L'ORNE NORMANDIE;61
72013;AUBIGNE RACAN;72
73206;PRALOGNAN-LA-VANOISE;73
77209;GOUVERNES;77
09194;MIREPOIX;09
17218;MARANS;17
19123;MALEMORT;19
22194;PLESTIN-LES-GREVES;22
25035;LES AUXONS;25
28084;CHARTAINVILLIERS;28
2B087;CERVIONE;2B
31202;FRONTON;31
31351;MONDONVILLE;31
35208;ORGERES;35
50074;BRECEY;50
54253;HATRIZE;54
62473;ISBERGUES;62
74280;THONES;74
76165;CAUDEBEC-LES-ELBEUF;76
76705;TOURVILLE-LA-RIVIERE;76
77292;MESSY;77
78451;NEZEL;78
89370;ST VALERIEN;89
974409;SAINT-ANDRE;974
04197;SAINTE-TULLE;04
05093;NEVACHE;05
06102;RIMPLAS;06
22081;HILLION;22
25031;AUDINCOURT;25
27051;BEAUMONT LE ROGER;27
28172;GAS;28
30073;CASTILLON-DU-GARD;30
30356;RODILHAN;30
33490;SAINT-VIVIEN-DE-MEDOC;33
38030;BEAUCROISSANT;38
38040;BESSE;38
39154;CLAIRVAUX-LES-LACS;39
50033;BAUBIGNY;50
51065;BLACY;51
54137;CONS-LA-GRANDVILLE;54
56101;LANGUIDIC;56
61169;FLERS;61
69201;SAINTE-FOY-L ARGENTIERE;69
69207;SAINT-GERMAIN-AU-MONT-D OR;69
69238;SAINT SYMPHORIEN SUR COISE;69
69296;SOLAIZE;69
71221;GIVRY;71
73024;LES AVANCHERS VALMOREL;73
74087;CONTAMINE-SUR-ARVE;74
76305;GONFREVILLE L ORCHER;76
77107;CHAUMES-EN-BRIE;77
83004;LES ARCS;83
84039;COURTHEZON;84
85215;SAINT-FULGENT;85
89239;MALAY LE GRAND;89
04178;SAINT-ETIENNE-LES-ORGUES;04
07279;SAINT-MONTAN;07
22360;TREGUEUX;22
26271;LA ROCHE DE GLUN;26
30083;CODOGNAN;30
31488;ST JEAN;31
43262;VIEILLE-BRIOUDE;43
44183;SAINT MOLF;44
59603;TRITH-ST-LEGER;59
62744;SAINTE-CATHERINE;62
64335;LESCAR;64
69024;VAL D'OINGT;69
69154;POLLIONNAY;69
69235;SAINT ROMAIN EN GAL;69
74108;DUINGT;74
74241;SAINT-JEOIRE;74
77369;POINCY;77
77433;BEAUTHEIL-SAINTS;77
83001;LES ADRETS DE L ESTEREL;83
83083;MONTFORT SUR ARGENS;83
83104;RIANS;83
84004;AUBIGNAN;84
84118;SAINT-SATURNIN LES APT;84
84144;VIENS;84
85152;LES ACHARDS;85
91376;MAROLLES-EN-HUREPOIX;91
01142;DAGNEUX;01
03310;VICHY;03
04244;VOLONNE;04
29031;CLOHARS CARNOET;29
30006;AIMARGUES;30
31429;POMPERTUZAT;31
32096;CAZAUBON;32
34180;NEBIAN;34
44084;LOROUX-BOTTEREAU (LE);44
44144;RIAILLE;44
44189;SAINTE-REINE-DE-BRETAGNE;44
45248;PATAY;45
54580;VILLERUPT;54
59352;LINSELLES;59
60666;VER SUR LAUNETTE;60
64237;GELOS;64
64269;IDRON;64
64410;MOURENX;64
69288;SAINT-LAURENT-DE-MURE;69
74169;MARNAZ;74
76216;DEVILLE-LES-ROUEN;76
77447;SEINE-PORT;77
77521;VILLIERS-SUR-MORIN;77
80010;AILLY-SUR-NOYE;80
83067;GONFARON;83
85278;SAINT-VINCENT-SUR-JARD;85
88445;SAULCY-SUR-MEURTHE;88
91080;BOISSY-LE-CUTTE;91
95270;GENAINVILLE;95
03095;CUSSET;03
04069;DEMANDOLX;04
17019;ARS-EN-RE;17
29103;LANDERNEAU;29
30132;LA GRAND COMBE;30
40282;SAINT-SEVER;40
74089;CORDON;74
02755;URCEL;02
05065;GUILLESTRE;05
26008;ANCONE;26
26301;SAINT-DONAT-SUR-L HERBASSE;26
26333;SAINT VALLIER;26
31169;ESCALQUENS;31
31526;LA SALVETAT ST GILLES;31
40217;PARENTIS EN BORN;40
44203;LE TEMPLE DE BRETAGNE;44
45046;BOULAY-LES-BARRES;45
54383;MONT-SUR-MEURTHE;54
55043;BELLEVILLE SUR MEUSE;55
55545;VERDUN;55
62128;BIACHE-SAINT-VAAST;62
69194;SAINT-DIDIER-AU-MONT-D OR;69
69249;THURINS;69
69293;SATHONAY-VILLAGE;69
73029;BARBERAZ;73
78233;FEUCHEROLLES;78
80826;WOIGNARUE;80
85151;MORTAGNE-SUR-SEVRE;85
16341;SAINT-MICHEL;16
18157;MORTHOMIERS;18
22118;LANVALLAY;22
26250;PONT DE L ISERE;26
2A212;PIANA;2A
34037;BOUJAN-SUR-LIBRON;34
38347;ROYBON;38
38377;SAINT-CLAIR-DE-LA-TOUR;38
40036;BENESSE-MAREMNE;40
40243;RION-DES-LANDES;40
42232;SAINT-HAON-LE-CHATEL;42
43012;AUREC-SUR-LOIRE;43
56003;ARRADON;56
60367;LOCONVILLE;60
62609;NEUVILLE-ST-VAAST;62
69250;LA TOUR DE SALVAGNY;69
70026;ARC-LES-GRAY;70
76474;NOTRE-DAME-DE-BONDEVILLE;76
78565;SAINT-MARTIN-DES-CHAMPS;78
83008;BAGNOLS-EN-FORET;83
84012;BEAUMES-DE-VENISE;84
88442;SAPOIS;88
91666;VILLEJUST;91
01248;MIONNAY;01
06042;CLANS;06
08043;BALAN;08
22160;NOYAL;22
26218;MOURS-SAINT-EUSEBE;26
27660;LA TRINITE DE REVILLE;27
29022;CAMARET-SUR-MER;29
29239;ROSCOFF;29
30028;BAGNOLS SUR CEZE;30
32147;GIMONT;32
32160;L ISLE JOURDAIN;32
33213;LA BREDE;33
35177;LA MEZIERE;35
38408;SAINT-JUST-CHALEYSSIN;38
38538;LE VERSOUD;38
51028;AVENAY-VAL-D'OR;51
54076;BLAINVILLE-SUR-L EAU;54
54162;DOMGERMAIN;54
59284;HASNON;59
60325;JAUX;60
62571;MERLIMONT;62
62895;WINGLES;62
65002;ADE;65
65465;VIELLE-AURE;65
69136;MONTAGNY;69
72241;MONTFORT-LE-GESNOIS;72
73013;ALBIEZ-MONTROND;73
74006;ALLONZIER-LA-CAILLE;74
74007;AMANCY;74
77177;FAVIERES;77
77335;CHAUCONIN-NEUFMONTIERS;77
77462;THIEUX;77
78644;VERRIERE (LA);78
79130;FRONTENAY-ROHAN-ROHAN;79
89025;AVALLON;89
91017;ANGERVILLIERS;91
91671;VILLENEUVE-SUR-AUVERS;91
95651;VETHEUIL;95
01450;VILLIEU-LOYES-MOLLON;01
28359;ST REMY SUR AVRE;28
2A119;FRASSETO;2A
30309;SARDAN;30
35130;HEDE-BAZOUGES;35
51663;MAGENTA;51
69080;ECHALAS;69
76114;BOLBEC;76
77238;JOUARRE;77
84009;LA BASTIDE DES JOURDANS;84
85298;VAIRE;85
88116;CORNIMONT;88
95116;BRUYERES-SUR-OISE;95
95509;PUISEUX-EN-FRANCE;95
14243;EQUEMAUVILLE;14
30017;ARRIGAS;30
51649;VITRY LE FRANCOIS;51
88347;PIERREFITTE;88
09160;LAVELANET;09
13027;CHATEAURENARD;13
22020;BROONS;22
26347;TAIN L HERMITAGE;26
33555;MARCHEPRIME;33
43007;ARAULES;43
54257;HEILLECOURT;54
60173;CRAMOISY;60
60450;NEUILLY EN THELLE;60
69036;CERCIE;69
74112;EPAGNY METZ-TESSY;74
77062;CARNETIN;77
77531;VOULX;77
83148;VIDAUBAN;83
84043;ENTRAIGUES-SUR-LA-SORGUE;84
02680;SAINT GOBAIN;02
06023;BREIL-SUR-ROYA;06
06113;SAINTE-AGNES;06
22143;MATIGNON;22
25047;BAUME LES DAMES;25
27016;LES ANDELYS;27
27165;CONCHES EN OUCHE;27
43040;BRIOUDE;43
49140;FONTEVRAUD L ABBAYE;49
49343;LA TESSOUALLE;49
54459;RICHARDMENIL;54
60398;LE MESNIL EN THELLE;60
64374;MAZEROLLES;64
64416;NAVARRENX;64
66187;SAINT-PAUL-DE-FENOUILLET;66
69173;SARCEY;69
69268;VOURLES;69
77081;CHAMPDEUIL;77
83043;COLLOBRIERES;83
83121;SALERNES;83
84070;MALEMORT-DU-COMTAT;84
84074;MERINDOL;84
88101;CHENIMENIL;88
88486;VAGNEY;88
972201;AJOUPA BOUILLON;972
06109;LA ROQUETTE SUR VAR;06
29042;CROZON;29
2A103;CUTTOLI-CORTICCHIATO;2A
30350;LE VIGAN;30
31358;MONTASTRUC LA CONSEILLERE;31
38181;GONCELIN;38
43153;PONT-SALOMON;43
47031;BOE;47
60575;STE GENEVIEVE;60
62785;SAVY-BERLETTE;62
69043;CHAPONOST;69
74088;COPPONEX;74
74250;SAINT-PIERRE-EN-FAUCIGNY;74
77001;ACHERES-LA-FORET;77
77221;GUERMANTES;77
78043;BAILLY;78
84030;CAROMB;84
972222;ROBERT;972
05079;LE MONETIER-LES-BAINS;05
10265;LES NOES PRES TROYES;10
11106;COURSAN;11
17449;TONNAY CHARENTE;17
19272;TULLE;19
21231;DIJON;21
26322;SAINT-PANTALEON-LES-VIGNES;26
27679;VERNEUIL D'AVRE ET D'ITON;27
30255;SAINT-GENIES-DE-MALGOIRES;30
33109;CASTRES GIRONDE;33
34249;SAINT-DREZERY;34
38528;VAULNAVEYS-LE-BAS;38
44213;LOIREAUXENCE;44
48198;VILLEFORT;48
49377;RIVES-DU-LOIR-EN-ANJOU;49
54138;COSNES-ET-ROMAIN;54
54526;TOMBLAINE;54
60489;PEROY LES GOMBRIES;60
69126;MARCY;69
76640;SAINT PIERRE LES ELBEUF;76
76752;YERVILLE;76
95328;LABBEVILLE;95
972230;TRINITE;972
02064;BELLEU;02
02738;TERGNIER;02
06031;CANTARON;06
07255;ST JULIEN EN ST ALBAN;07
07268;SAINT-MARTIN-D' ARDECHE;07
17168;FOURAS;17
28113;COULOMBS;28
28334;ST DENIS-LANNERAY;28
29189;PLOUGASTEL-DAOULAS;29
30075;CAVEIRAC;30
30325;SUMENE;30
33241;LESTIAC-SUR-GARONNE;33
35131;L'HERMITAGE;35
35239;RETIERS;35
37151;LA MEMBROLLE-SUR-CHOISILLE;37
38383;SAINT-ETIENNE-DE-CROSSEY;38
38387;SAINT-GEOIRS;38
39047;BELLEFONTAINE;39
44185;SAINT-NICOLAS-DE-REDON;44
47069;COLAYRAC ST CIRQ;47
54252;HAROUE;54
54432;PONT-SAINT-VINCENT;54
56094;KERVIGNAC;56
56168;PLOUHARNEL;56
62498;LENS;62
63098;CHASTREIX;63
64467;RONTIGNON;64
64511;SAUVAGNON;64
66082;FORMIGUERES;66
71306;MONTCEAU LES MINES;71
76406;MANIQUERVILLE;76
83026;CABASSE;83
86041;BUXEROLLES;86
88178;LES FORGES;88
89267;MONTREAL;89
91560;SAINT-JEAN-DE-BEAUREGARD;91
94048;MAROLLES-EN-BRIE;94
972210;FRANCOIS;972
05017;LA BATIE NEUVE;05
09225;PAMIERS;09
10102;COLOMBE LA FOSSE;10
26037;BEAUMONT LES VALENCE;26
77077;CHAMBRY;77
89100;CHEROY;89
56176;PLUNERET;56
28220;LUISANT;28
2A312;SANTA-MARIA-SICHE;2A
33466;SAINT-QUENTIN-DE-BARON;33
33473;SAINT-SAVIN;33
38194;IZEAUX;38
38537;LA VERPILLIERE;38
51196;CRAMANT;51
59299;HEM;59
69056;CHESSY;69
72269;SAINT CALAIS;72
76005;AMFREVILLE-LA-MIVOIE;76
79049;BRESSUIRE;79
84124;SAUMANE-DE-VAUCLUSE;84
88358;POUXEUX;88
88415;ST-ETIENNE-LES-REMIREMONT;88
04022;BARREME;04
31056;BEAUZELLE;31
37031;BOURGUEIL;37
43268;YSSINGEAUX;43
44052;DONGES;44
59482;QUESNOY SUR DEULE;59
71137;CLUNY;71
74212;GLIERES-VAL-DE-BORNE;74
76095;BIHOREL;76
77317;MORMANT;77
78193;DAMPIERRE-EN-YVELINES;78
78238;FLINS-SUR-SEINE;78
91016;ANGERVILLE;91
01158;FARGES;01
19275;USSEL;19
25254;LES FOURGS;25
30260;SAINT-HILAIRE-D OZILHAN;30
30317;SERNHAC;30
38011;ANTHON;38
38053;BOURGOIN-JALLIEU;38
38100;LE CHEYLAS;38
38193;L'ISLE-D'ABEAU;38
43025;BEAUZAC;43
47195;NERAC;47
56164;PLOEREN;56
63285;PONTGIBAUD;63
66154;PUYVALADOR;66
71475;SAINT-REMY;71
84037;CHATEAUNEUF-DU-PAPE;84
88262;LAVELINE-DEVANT-BRUYERES;88
05085;MONTGENEVRE;05
05111;PUY-SANIERES;05
05164;SAVINES-LE-LAC;05
08053;BAZEILLES;08
14557;SAINT-ARNOULT;14
30174;MONTAREN-ET-SAINT-MEDIERS;30
38002;LES ADRETS;38
38020;AURIS;38
44025;CAMPBON;44
64493;SAINT-PALAIS;64
66024;LE BOULOU;66
77374;PONTCARRE;77
77458;SOUPPES-SUR-LOING;77
95149;CHAUMONTEL;95
95241;FONTENAY-EN-PARISIS;95
972212;GROS MORNE;972
09105;DAUMAZAN-SUR-ARIZE;09
71040;BLANZY;71
02305;FERE EN TARDENOIS;02
30010;ANDUZE;30
33433;SAINT LOUBES;33
72299;SAINT MARS D OUTILLE;72
80620;PERONNE;80
80721;SAINT-VALERY-SUR-SOMME;80
89414;THORIGNY-SUR-OREUSE;89
35284;SAINT-JOUAN-DES-GUERETS;35
45004;AMILLY;45
50099;CARENTAN LES MARAIS;50
54549;VARANGEVILLE;54
78522;ROCHEFORT-EN-YVELINES;78
95014;ANDILLY;95
31282;LAUNAGUET;31
59278;HALLENNES-LEZ-HAUBOURDIN;59
60494;PLAILLY;60
33478;ST-SEURIN-SUR-L ISLE;33
44136;PREFAILLES;44
45281;SAINT-HILAIRE-LES-ANDRESIS;45
60402;LE MEUX;60
60636;THOUROTTE;60
64040;ARETTE;64
64198;DENGUIN;64
77232;ISLES-LES-VILLENOY;77
77435;SAINT-SAUVEUR-SUR-ECOLE;77
83110;ROUGIERS;83
14409;MERVILLE FRANCEVILLE;14
30290;SAINT-PAULET-DE-CAISSON;30
30315;SAZE;30
50615;VALOGNES;50
64538;UHART-CIZE;64
84127;SERIGNAN-DU-COMTAT;84
88270;LIFFOL-LE-GRAND;88
91534;SACLAY;91
45053;BRIARE;45
05133;SAINT-CHAFFREY;05
06151;UTELLE;06
14536;RIVIERE-SAINT-SAUVEUR (LA);14
30210;QUISSAC;30
34114;GIGNAC;34
38205;LANS-EN-VERCORS;38
72029;BEAUMONT SUR SARTHE;72
83116;ST MAXIMIN LA STE BAUME;83
12146;LE MONASTERE;12
17010;ANGOULINS;17
28201;JOUY;28
2A349;VIGGIANELLO;2A
31048;BAZIEGE;31
33138;COUTRAS;33
33402;SAINTE-FOY-LA-GRANDE;33
50066;JULLOUVILLE;50
64522;SEVIGNACQ MEYRACQ;64
69291;SAINT-SYMPHORIEN-D'OZON;69
18005;ALLOUIS;18
26211;MONTSEGUR-SUR-LAUZON;26
71486;SAINT VALLIER;71
78354;MAGNANVILLE;78
83139;TOURTOUR;83
26179;MERCUROL-VEAUNES;26
38140;CROLLES;38
44194;SAUTRON;44
47004;AIGUILLON;47
85001;AIGUILLON-SUR-MER (L );85
88201;GIRANCOURT;88
06099;PUGET-THENIERS;06
25388;MONTBELIARD;25
30179;MONTFRIN;30
33389;SAINT-CIERS-SUR-GIRONDE;33
34116;GRABELS;34
38187;LE GUA;38
44217;VIGNEUX DE BRETAGNE;44
51346;MAREUIL-LE-PORT;51
59172;DENAIN;59
62427;HENIN-BEAUMONT;62
74309;VIRY;74
78474;ORVILLIERS;78
83082;MONTFERRAT;83
28116;COURVILLE SUR EURE;28
39453;RAVILLOLES;39
33268;MARGAUX CANTENAC;33
43205;SAINT JUST MALMONT;43
76325;GREMONVILLE;76
05072;LAYE;05
29256;SAINT-NIC;29
33397;SAINTE EULALIE;33
35326;SENS-DE-BRETAGNE;35
38126;CORENC;38
54542;VALLEROY;54
71073;CHAGNY;71
34173;MONTPEYROUX;34
50410;PONTORSON;50
54518;THIAUCOURT-REGNIEVILLE;54
71479;SAINT SERNIN DU BOIS;71
02318;FOLEMBRAY;02
34163;MONTARNAUD;34
38316;PONT-DE-CHERUY;38
51262;FRIGNICOURT;51
74016;ARCHAMPS;74
76141;BREAUTE;76
77453;SIVRY-COURTRY;77
88367;RAMBERVILLERS;88
01135;CROZET;01
10123;DIENVILLE;10
22225;PLOUMAGOAR;22
30221;ROQUEMAURE;30
30263;ST HIPPOLYTE DU FORT;30
31184;FLOURENS;31
33195;GRIGNOLS;33
33539;VAYRES;33
34209;PORTIRAGNES;34
50412;PORT-BAIL-SUR-MER;50
54483;SAINT-NICOLAS-DE-PORT;54
60119;CAMBRONNE LES RIBECOURT;60
69298;TOUSSIEU;69
88198;GERBEPAL;88
95594;SEUGY;95
26247;PONSAS;26
35195;MONTREUIL-SUR-ILLE;35
35347;VAL-D'IZE;35
44032;CHAPELLE-HEULIN (LA);44
48009;PEYRE EN AUBRAC;48
51029;AVIZE;51
59071;BERSEE;59
70116;CHAGEY;70
74176;MENTHON-SAINT-BERNARD;74
77425;SAINT-MARTIN-EN-BIERE;77
88253;JEUXEY;88
34207;POMEROLS;34
35250;SAINT-ARMEL;35
45061;CEPOY;45
50236;LA HAYE;50
72084;CLERMONT CREANS;72
74137;GROISY;74
76743;VILLERS ECALLES;76
78143;CHATEAUFORT;78
